obs_id,alt_id,choice,college,hsg2,coml5,vehicle_size,acceleration,price_over_log_income,top_speed,fuel_type,luggage_space,body_type,cents_per_mile,station_availability,range,pollution
935,1,0,1,0,0,3,6.0,4.2490015,65,methanol,1.0,regcar,4,0.0,125,0.0
935,2,0,1,0,0,3,6.0,4.2490015,65,methanol,1.0,van,4,0.0,125,0.0
935,3,0,1,0,0,2,2.5,4.6962648,110,cng,0.7,regcar,4,0.7,300,0.6
935,4,0,1,0,0,2,2.5,4.6962648,110,cng,0.7,stwagon,4,0.7,300,0.6
935,5,1,1,0,0,3,4.0,3.8017382,85,gasoline,1.0,regcar,8,1.0,300,0.5
935,6,0,1,0,0,3,4.0,3.8017382,85,gasoline,1.0,truck,8,1.0,300,0.5
936,1,0,1,1,0,3,4.0,3.7985554,110,cng,1.0,regcar,8,0.3,300,0.25
936,2,0,1,1,0,3,4.0,3.7985554,110,cng,1.0,truck,8,0.3,300,0.25
936,3,1,1,1,0,3,6.0,2.6115068,140,electric,1.0,regcar,2,0.7,250,0.6
936,4,0,1,1,0,3,6.0,2.6115068,140,electric,1.0,van,2,0.7,250,0.6
936,5,0,1,1,0,2,2.5,3.0863263,85,gasoline,1.0,regcar,4,1.0,300,1.0
936,6,0,1,1,0,2,2.5,3.0863263,85,gasoline,1.0,stwagon,4,1.0,300,1.0
937,1,1,1,0,0,3,4.0,4.0359651,55,methanol,0.7,regcar,4,0.0,125,0.0
937,2,0,1,0,0,3,4.0,4.0359651,55,methanol,0.7,van,4,0.0,125,0.0
937,3,0,1,0,0,1,6.0,2.6115068,95,cng,0.7,regcar,2,0.1,300,0.1
937,4,0,1,0,0,1,6.0,2.6115068,95,cng,0.7,stwagon,2,0.1,300,0.1
937,5,0,1,0,0,2,2.5,3.5611457,140,gasoline,1.0,regcar,6,1.0,300,0.75
937,6,0,1,0,0,2,2.5,3.5611457,140,gasoline,1.0,truck,6,1.0,300,0.75
938,1,0,1,0,0,0,4.0,7.0692554,140,cng,0.7,sportcar,2,0.3,300,0.1
938,2,1,1,0,0,0,4.0,7.0692554,140,cng,0.7,regcar,2,0.3,300,0.1
938,3,0,1,0,0,1,6.0,8.0791491,85,electric,1.0,sportcar,4,0.7,250,0.4
938,4,0,1,0,0,1,6.0,8.0791491,85,electric,1.0,truck,4,0.7,250,0.4
938,5,0,1,0,0,2,2.5,8.8365693,95,gasoline,1.0,sportcar,6,1.0,300,0.75
938,6,0,1,0,0,2,2.5,8.8365693,95,gasoline,1.0,sportuv,6,1.0,300,0.75
939,1,1,1,0,1,2,2.5,4.9893873,65,methanol,0.7,regcar,4,0.0,125,0.0
939,2,0,1,0,1,2,2.5,4.9893873,65,methanol,0.7,stwagon,4,0.0,125,0.0
939,3,0,1,0,1,3,4.0,6.3864157,140,electric,1.0,regcar,4,0.3,250,0.75
939,4,0,1,0,1,3,4.0,6.3864157,140,electric,1.0,truck,4,0.3,250,0.75
939,5,0,1,0,1,1,6.0,6.9851422,85,gasoline,1.0,regcar,6,1.0,300,0.25
939,6,0,1,0,1,1,6.0,6.9851422,85,gasoline,1.0,van,6,1.0,300,0.25
940,1,0,1,0,1,2,6.0,2.7772075,85,methanol,0.7,regcar,1,0.0,200,0.0
940,2,0,1,0,1,2,6.0,2.7772075,85,methanol,0.7,van,1,0.0,200,0.0
940,3,0,1,0,1,3,2.5,1.5148404,140,cng,1.0,regcar,2,0.3,75,0.25
940,4,0,1,0,1,3,2.5,1.5148404,140,cng,1.0,stwagon,2,0.3,75,0.25
940,5,1,1,0,1,3,4.0,2.2722607,95,gasoline,1.0,regcar,6,1.0,350,1.0
940,6,0,1,0,1,3,4.0,2.2722607,95,gasoline,1.0,truck,6,1.0,350,1.0
941,1,0,1,0,0,2,2.5,2.2363166,100,methanol,0.7,regcar,2,0.0,125,0.0
941,2,1,1,0,0,2,2.5,2.2363166,100,methanol,0.7,stwagon,2,0.0,125,0.0
941,3,0,1,0,0,3,4.0,1.34179,95,electric,1.0,regcar,4,0.3,250,0.4
941,4,0,1,0,0,3,4.0,1.34179,95,electric,1.0,truck,4,0.3,250,0.4
941,5,0,1,0,0,3,6.0,1.5654216,110,gasoline,1.0,regcar,6,1.0,300,0.75
941,6,0,1,0,0,3,6.0,1.5654216,110,gasoline,1.0,van,6,1.0,300,0.75
942,1,1,1,0,0,3,2.5,3.3927834,65,methanol,0.7,regcar,4,0.0,125,0.0
942,2,0,1,0,0,3,2.5,3.3927834,65,methanol,0.7,stwagon,4,0.0,125,0.0
942,3,0,1,0,0,3,4.0,4.1910853,140,electric,1.0,regcar,4,0.3,250,0.75
942,4,0,1,0,0,3,4.0,4.1910853,140,electric,1.0,truck,4,0.3,250,0.75
942,5,0,1,0,0,2,6.0,4.5902363,85,gasoline,1.0,regcar,6,1.0,300,0.25
942,6,0,1,0,0,2,6.0,4.5902363,85,gasoline,1.0,van,6,1.0,300,0.25
943,1,0,1,0,1,3,6.0,2.2072979,65,methanol,1.0,regcar,4,0.0,125,0.0
943,2,0,1,0,1,3,6.0,2.2072979,65,methanol,1.0,van,4,0.0,125,0.0
943,3,0,1,0,1,2,2.5,2.4832101,110,cng,0.7,regcar,4,0.7,300,0.6
943,4,0,1,0,1,2,2.5,2.4832101,110,cng,0.7,stwagon,4,0.7,300,0.6
943,5,1,1,0,1,3,4.0,1.6554734,85,gasoline,1.0,regcar,8,1.0,300,0.5
943,6,0,1,0,1,3,4.0,1.6554734,85,gasoline,1.0,truck,8,1.0,300,0.5
944,1,1,0,0,0,2,2.5,1.9270822,140,cng,0.7,regcar,4,0.7,300,0.1
944,2,0,0,0,0,2,2.5,1.9270822,140,cng,0.7,truck,4,0.7,300,0.1
944,3,0,0,0,0,3,4.0,2.2482626,85,electric,1.0,regcar,6,0.1,250,0.4
944,4,0,0,0,0,3,4.0,2.2482626,85,electric,1.0,van,6,0.1,250,0.4
944,5,0,0,0,0,3,6.0,2.8906233,95,gasoline,1.0,regcar,8,1.0,300,0.75
944,6,0,0,0,0,3,6.0,2.8906233,95,gasoline,1.0,stwagon,8,1.0,300,0.75
945,1,0,1,0,0,2,2.5,3.8627713,55,methanol,0.7,stwagon,1,0.0,125,0.0
945,2,0,1,0,0,2,2.5,3.8627713,55,methanol,0.7,van,1,0.0,125,0.0
945,3,0,1,0,0,3,4.0,4.4145957,110,electric,1.0,stwagon,4,0.3,250,0.6
945,4,1,1,0,0,3,4.0,4.4145957,110,electric,1.0,regcar,4,0.3,250,0.6
945,5,0,1,0,0,3,6.0,3.0350346,140,gasoline,1.0,stwagon,6,1.0,300,1.0
945,6,0,1,0,0,3,6.0,3.0350346,140,gasoline,1.0,truck,6,1.0,300,1.0
946,1,0,1,0,0,2,4.0,1.661868,85,cng,1.0,regcar,8,0.3,300,0.6
946,2,0,1,0,0,2,4.0,1.661868,85,cng,1.0,truck,8,0.3,300,0.6
946,3,1,1,0,0,0,6.0,2.1366874,95,electric,1.0,regcar,2,0.7,250,0.25
946,4,0,1,0,0,0,6.0,2.1366874,95,electric,1.0,van,2,0.7,250,0.25
946,5,0,1,0,0,1,2.5,2.3740971,110,gasoline,1.0,regcar,4,1.0,300,0.5
946,6,0,1,0,0,1,2.5,2.3740971,110,gasoline,1.0,stwagon,4,1.0,300,0.5
947,1,0,0,0,0,3,6.0,3.0350346,140,cng,0.7,regcar,8,0.7,75,0.6
947,2,0,0,0,0,3,6.0,3.0350346,140,cng,0.7,truck,8,0.7,75,0.6
947,3,0,0,0,0,2,2.5,3.586859,85,electric,1.0,regcar,2,0.1,300,0.25
947,4,0,0,0,0,2,2.5,3.586859,85,electric,1.0,van,2,0.1,300,0.25
947,5,1,0,0,0,3,4.0,4.1386835,95,gasoline,1.0,regcar,4,1.0,350,0.5
947,6,0,0,0,0,3,4.0,4.1386835,95,gasoline,1.0,stwagon,4,1.0,350,0.5
948,1,1,1,1,0,2,4.0,3.5994428,65,methanol,1.0,stwagon,1,0.0,200,0.0
948,2,0,1,1,0,2,4.0,3.5994428,65,methanol,1.0,regcar,1,0.0,200,0.0
948,3,0,1,1,0,3,6.0,4.0229067,110,cng,0.7,stwagon,2,0.7,75,0.6
948,4,0,1,1,0,3,6.0,4.0229067,110,cng,0.7,truck,2,0.7,75,0.6
948,5,0,1,1,0,1,2.5,4.4463705,140,electric,1.0,stwagon,4,0.1,300,0.25
948,6,0,1,1,0,1,2.5,4.4463705,140,electric,1.0,van,4,0.1,300,0.25
949,1,0,1,0,1,3,4.0,3.5346277,100,methanol,1.0,regcar,8,0.0,200,0.0
949,2,0,1,0,1,3,4.0,3.5346277,100,methanol,1.0,stwagon,8,0.0,200,0.0
949,3,0,1,0,1,2,6.0,4.0395745,95,electric,1.0,regcar,4,0.3,300,0.25
949,4,0,1,0,1,2,6.0,4.0395745,95,electric,1.0,truck,4,0.3,300,0.25
949,5,1,1,0,1,3,2.5,2.7772075,110,gasoline,1.0,regcar,6,1.0,350,0.5
949,6,0,1,0,1,3,2.5,2.7772075,110,gasoline,1.0,van,6,1.0,350,0.5
950,1,0,1,0,1,1,6.0,4.3455777,100,methanol,0.7,regcar,4,0.0,200,0.0
950,2,0,1,0,1,1,6.0,4.3455777,100,methanol,0.7,van,4,0.0,200,0.0
950,3,0,1,0,1,2,2.5,2.8118444,85,cng,0.7,regcar,8,0.7,75,0.4
950,4,0,1,0,1,2,2.5,2.8118444,85,cng,0.7,stwagon,8,0.7,75,0.4
950,5,1,1,0,1,0,4.0,3.8343333,110,gasoline,1.0,regcar,4,1.0,350,0.25
950,6,0,1,0,1,0,4.0,3.8343333,110,gasoline,1.0,truck,4,1.0,350,0.25
951,1,0,0,0,1,3,2.5,8.0791491,55,methanol,0.7,sportuv,8,0.0,125,0.0
951,2,0,0,0,1,3,2.5,8.0791491,55,methanol,0.7,truck,8,0.0,125,0.0
951,3,1,0,0,1,2,4.0,8.8365693,95,cng,1.0,sportuv,8,0.1,300,0.1
951,4,0,0,0,1,2,4.0,8.8365693,95,cng,1.0,sportcar,8,0.1,300,0.1
951,5,0,0,0,1,3,6.0,7.0692554,140,gasoline,1.0,sportuv,4,1.0,300,0.75
951,6,0,0,0,1,3,6.0,7.0692554,140,gasoline,1.0,regcar,4,1.0,300,0.75
952,1,0,1,1,0,2,6.0,6.6218936,85,methanol,0.7,regcar,1,0.0,125,0.0
952,2,0,1,1,0,2,6.0,6.6218936,85,methanol,0.7,truck,1,0.0,125,0.0
952,3,0,1,1,0,3,2.5,4.690508,140,cng,1.0,regcar,4,0.7,300,0.25
952,4,1,1,1,0,3,2.5,4.690508,140,cng,1.0,van,4,0.7,300,0.25
952,5,0,1,1,0,3,4.0,5.2423324,85,electric,1.0,regcar,6,0.1,250,0.6
952,6,0,1,1,0,3,4.0,5.2423324,85,electric,1.0,stwagon,6,0.1,250,0.6
953,1,1,1,0,1,2,6.0,4.7898118,85,methanol,0.7,sportuv,1,0.0,125,0.0
953,2,0,1,0,1,2,6.0,4.7898118,85,methanol,0.7,regcar,1,0.0,125,0.0
953,3,0,1,0,1,3,2.5,3.3927834,140,cng,1.0,sportuv,4,0.7,300,0.25
953,4,0,1,0,1,3,2.5,3.3927834,140,cng,1.0,truck,4,0.7,300,0.25
953,5,0,1,0,1,3,4.0,3.7919343,85,electric,1.0,sportuv,6,0.1,250,0.6
953,6,0,1,0,1,3,4.0,3.7919343,85,electric,1.0,sportcar,6,0.1,250,0.6
954,1,0,1,0,1,2,2.5,4.5107845,100,methanol,0.7,regcar,2,0.0,125,0.0
954,2,0,1,0,1,2,2.5,4.5107845,100,methanol,0.7,van,2,0.0,125,0.0
954,3,0,1,0,1,3,4.0,4.985604,85,cng,1.0,regcar,8,0.1,300,0.25
954,4,0,1,0,1,3,4.0,4.985604,85,cng,1.0,stwagon,8,0.1,300,0.25
954,5,1,1,0,1,3,6.0,4.0359651,110,gasoline,1.0,regcar,4,1.0,300,1.0
954,6,0,1,0,1,3,6.0,4.0359651,110,gasoline,1.0,truck,4,1.0,300,1.0
955,1,0,1,0,0,2,6.0,6.3459814,140,cng,1.0,regcar,6,0.1,300,0.1
955,2,0,1,0,0,2,6.0,6.3459814,140,cng,1.0,truck,6,0.1,300,0.1
955,3,1,1,0,0,3,2.5,4.690508,85,electric,1.0,regcar,8,0.3,250,0.4
955,4,0,1,0,0,3,2.5,4.690508,85,electric,1.0,van,8,0.3,250,0.4
955,5,0,1,0,0,3,4.0,5.2423324,95,gasoline,1.0,regcar,2,1.0,300,0.75
955,6,0,1,0,0,3,4.0,5.2423324,95,gasoline,1.0,stwagon,2,1.0,300,0.75
956,1,0,1,0,0,0,2.5,1.5337333,85,cng,1.0,regcar,2,0.1,75,0.1
956,2,0,1,0,0,0,2.5,1.5337333,85,cng,1.0,truck,2,0.1,75,0.1
956,3,1,1,0,0,1,4.0,1.7893555,95,electric,1.0,regcar,4,0.3,300,0.4
956,4,0,1,0,0,1,4.0,1.7893555,95,electric,1.0,van,4,0.3,300,0.4
956,5,0,1,0,0,2,6.0,2.3006,110,gasoline,1.0,regcar,6,1.0,350,0.75
956,6,0,1,0,0,2,6.0,2.3006,110,gasoline,1.0,stwagon,6,1.0,350,0.75
957,1,1,1,0,0,3,4.0,10.422338,140,cng,1.0,sportuv,4,0.3,75,0.6
957,2,0,1,0,0,3,4.0,10.422338,140,cng,1.0,regcar,4,0.3,75,0.6
957,3,0,1,0,0,1,6.0,11.414941,85,electric,1.0,sportuv,6,0.7,300,0.25
957,4,0,1,0,0,1,6.0,11.414941,85,electric,1.0,truck,6,0.7,300,0.25
957,5,0,1,0,0,2,2.5,8.4371306,95,gasoline,1.0,sportuv,8,1.0,350,0.5
957,6,0,1,0,0,2,2.5,8.4371306,95,gasoline,1.0,sportcar,8,1.0,350,0.5
958,1,0,1,0,1,2,2.5,6.2616864,100,methanol,0.7,regcar,4,0.0,125,0.0
958,2,0,1,0,1,2,2.5,6.2616864,100,methanol,0.7,stwagon,4,0.0,125,0.0
958,3,1,1,0,1,3,4.0,7.8271081,95,electric,1.0,regcar,6,0.3,250,0.4
958,4,0,1,0,1,3,4.0,7.8271081,95,electric,1.0,truck,6,0.3,250,0.4
958,5,0,1,0,1,3,6.0,5.5907915,110,gasoline,1.0,regcar,8,1.0,300,0.75
958,6,0,1,0,1,3,6.0,5.5907915,110,gasoline,1.0,van,8,1.0,300,0.75
959,1,0,1,0,1,2,2.5,5.2423324,55,methanol,0.7,regcar,1,0.0,125,0.0
959,2,0,1,0,1,2,2.5,5.2423324,55,methanol,0.7,stwagon,1,0.0,125,0.0
959,3,1,1,0,1,3,4.0,6.3459814,110,electric,1.0,regcar,4,0.3,250,0.6
959,4,0,1,0,1,3,4.0,6.3459814,110,electric,1.0,truck,4,0.3,250,0.6
959,5,0,1,0,1,3,6.0,4.690508,140,gasoline,1.0,regcar,6,1.0,300,1.0
959,6,0,1,0,1,3,6.0,4.690508,140,gasoline,1.0,van,6,1.0,300,1.0
960,1,0,0,1,0,3,4.0,5.2423324,140,cng,0.7,regcar,6,0.3,75,0.6
960,2,0,0,1,0,3,4.0,5.2423324,140,cng,0.7,truck,6,0.3,75,0.6
960,3,0,0,1,0,2,6.0,5.7941569,85,electric,1.0,regcar,8,0.7,300,0.25
960,4,0,0,1,0,2,6.0,5.7941569,85,electric,1.0,van,8,0.7,300,0.25
960,5,0,0,1,0,3,2.5,6.3459814,95,gasoline,1.0,regcar,2,1.0,350,0.5
960,6,1,0,1,0,3,2.5,6.3459814,95,gasoline,1.0,stwagon,2,1.0,350,0.5
961,1,0,1,1,1,2,4.0,1.9270822,65,methanol,1.0,regcar,8,0.0,200,0.0
961,2,0,1,1,1,2,4.0,1.9270822,65,methanol,1.0,truck,8,0.0,200,0.0
961,3,0,1,1,1,3,6.0,0.96354111,110,cng,1.0,regcar,4,0.7,75,0.6
961,4,1,1,1,1,3,6.0,0.96354111,110,cng,1.0,van,4,0.7,75,0.6
961,5,0,1,1,1,1,2.5,1.1241313,140,electric,1.0,regcar,6,0.1,300,0.25
961,6,0,1,1,1,1,2.5,1.1241313,140,electric,1.0,stwagon,6,0.1,300,0.25
962,1,1,0,0,0,3,2.5,4.8177056,65,methanol,0.7,regcar,4,0.0,200,0.0
962,2,0,0,0,0,3,2.5,4.8177056,65,methanol,0.7,truck,4,0.0,200,0.0
962,3,0,0,0,0,3,4.0,5.1388859,110,cng,1.0,regcar,6,0.1,75,0.6
962,4,0,0,0,0,3,4.0,5.1388859,110,cng,1.0,van,6,0.1,75,0.6
962,5,0,0,0,0,2,6.0,3.5329841,140,electric,1.0,regcar,8,0.3,300,0.25
962,6,0,0,0,0,2,6.0,3.5329841,140,electric,1.0,stwagon,8,0.3,300,0.25
963,1,0,1,0,0,3,6.0,6.3864157,100,methanol,1.0,regcar,1,0.0,200,0.0
963,2,1,1,0,0,3,6.0,6.3864157,100,methanol,1.0,stwagon,1,0.0,200,0.0
963,3,0,1,0,0,2,2.5,4.9893873,95,electric,1.0,regcar,6,0.3,300,0.25
963,4,0,1,0,0,2,2.5,4.9893873,95,electric,1.0,truck,6,0.3,300,0.25
963,5,0,1,0,0,3,4.0,5.5881138,110,gasoline,1.0,regcar,8,1.0,350,0.5
963,6,0,1,0,0,3,4.0,5.5881138,110,gasoline,1.0,van,8,1.0,350,0.5
964,1,1,1,0,0,2,6.0,4.1386835,110,cng,1.0,regcar,6,0.1,300,0.25
964,2,0,1,0,0,2,6.0,4.1386835,110,cng,1.0,truck,6,0.1,300,0.25
964,3,0,1,0,0,3,2.5,4.4145957,140,electric,1.0,regcar,8,0.3,250,0.6
964,4,0,1,0,0,3,2.5,4.4145957,140,electric,1.0,van,8,0.3,250,0.6
964,5,0,1,0,0,1,4.0,3.0350346,85,gasoline,1.0,regcar,2,1.0,300,1.0
964,6,0,1,0,0,1,4.0,3.0350346,85,gasoline,1.0,stwagon,2,1.0,300,1.0
965,1,1,1,0,0,2,4.0,7.7255425,140,cng,0.7,regcar,2,0.3,300,0.1
965,2,0,1,0,0,2,4.0,7.7255425,140,cng,0.7,truck,2,0.3,300,0.1
965,3,0,1,0,0,3,6.0,8.8291915,85,electric,1.0,regcar,4,0.7,250,0.4
965,4,0,1,0,0,3,6.0,8.8291915,85,electric,1.0,van,4,0.7,250,0.4
965,5,0,1,0,0,3,2.5,9.6569282,95,gasoline,1.0,regcar,6,1.0,300,0.75
965,6,0,1,0,0,3,2.5,9.6569282,95,gasoline,1.0,stwagon,6,1.0,300,0.75
966,1,0,1,0,0,2,2.5,4.3906608,85,methanol,0.7,truck,8,0.0,200,0.0
966,2,0,1,0,0,2,2.5,4.3906608,85,methanol,0.7,stwagon,8,0.0,200,0.0
966,3,0,1,0,0,3,4.0,3.3927834,85,electric,1.0,truck,8,0.1,300,0.4
966,4,0,1,0,0,3,4.0,3.3927834,85,electric,1.0,regcar,8,0.1,300,0.4
966,5,1,1,0,0,3,6.0,3.7919343,95,gasoline,1.0,truck,2,1.0,350,0.75
966,6,0,1,0,0,3,6.0,3.7919343,95,gasoline,1.0,van,2,1.0,350,0.75
967,1,1,1,1,1,2,4.0,2.8489165,65,methanol,1.0,sportuv,1,0.0,200,0.0
967,2,0,1,1,1,2,4.0,2.8489165,65,methanol,1.0,regcar,1,0.0,200,0.0
967,3,0,1,1,1,3,6.0,3.0863263,110,cng,0.7,sportuv,2,0.7,75,0.6
967,4,0,1,1,1,3,6.0,3.0863263,110,cng,0.7,truck,2,0.7,75,0.6
967,5,0,1,1,1,1,2.5,3.5611457,140,electric,1.0,sportuv,4,0.1,300,0.25
967,6,0,1,1,1,1,2.5,3.5611457,140,electric,1.0,sportcar,4,0.1,300,0.25
968,1,0,1,0,0,3,4.0,3.5329841,95,cng,1.0,van,8,0.3,300,0.4
968,2,1,1,0,0,3,4.0,3.5329841,95,cng,1.0,regcar,8,0.3,300,0.4
968,3,0,1,0,0,3,6.0,4.1753448,110,electric,1.0,van,2,0.7,250,0.75
968,4,0,1,0,0,3,6.0,4.1753448,110,electric,1.0,stwagon,2,0.7,250,0.75
968,5,0,1,0,0,2,2.5,4.8177056,140,gasoline,1.0,van,4,1.0,300,0.25
968,6,0,1,0,0,2,2.5,4.8177056,140,gasoline,1.0,truck,4,1.0,300,0.25
969,1,0,1,0,1,1,6.0,11.911243,85,methanol,1.0,sportcar,2,0.0,125,0.0
969,2,0,1,0,1,1,6.0,11.911243,85,methanol,1.0,truck,2,0.0,125,0.0
969,3,0,1,0,1,2,2.5,8.4371306,140,cng,1.0,sportcar,6,0.3,300,0.4
969,4,0,1,0,1,2,2.5,8.4371306,140,cng,1.0,sportuv,6,0.3,300,0.4
969,5,1,1,0,1,0,4.0,10.422338,95,gasoline,1.0,sportcar,2,1.0,300,0.25
969,6,0,1,0,1,0,4.0,10.422338,95,gasoline,1.0,regcar,2,1.0,300,0.25
970,1,0,1,0,0,3,2.5,4.690508,55,methanol,1.0,sportuv,8,0.0,200,0.0
970,2,0,1,0,0,3,2.5,4.690508,55,methanol,1.0,truck,8,0.0,200,0.0
970,3,0,1,0,0,1,4.0,3.0350346,95,cng,0.7,sportuv,6,0.1,75,0.6
970,4,0,1,0,0,1,4.0,3.0350346,95,cng,0.7,sportcar,6,0.1,75,0.6
970,5,1,1,0,0,2,6.0,4.1386835,140,gasoline,1.0,sportuv,2,1.0,350,0.5
970,6,0,1,0,0,2,6.0,4.1386835,140,gasoline,1.0,regcar,2,1.0,350,0.5
971,1,1,0,0,0,3,6.0,5.2423324,95,cng,1.0,regcar,6,0.1,300,0.4
971,2,0,0,0,0,3,6.0,5.2423324,95,cng,1.0,truck,6,0.1,300,0.4
971,3,0,0,0,0,3,2.5,5.7941569,110,electric,1.0,regcar,8,0.3,250,0.75
971,4,0,0,0,0,3,2.5,5.7941569,110,electric,1.0,van,8,0.3,250,0.75
971,5,0,0,0,0,2,4.0,6.3459814,140,gasoline,1.0,regcar,2,1.0,300,0.25
971,6,0,0,0,0,2,4.0,6.3459814,140,gasoline,1.0,stwagon,2,1.0,300,0.25
972,1,0,1,0,0,3,6.0,2.4599482,140,cng,0.7,regcar,8,0.7,75,0.6
972,2,1,1,0,0,3,6.0,2.4599482,140,cng,0.7,truck,8,0.7,75,0.6
972,3,0,1,0,0,2,2.5,2.9072116,85,electric,1.0,regcar,2,0.1,300,0.25
972,4,0,1,0,0,2,2.5,2.9072116,85,electric,1.0,van,2,0.1,300,0.25
972,5,0,1,0,0,3,4.0,3.3544749,95,gasoline,1.0,regcar,4,1.0,350,0.5
972,6,0,1,0,0,3,4.0,3.3544749,95,gasoline,1.0,stwagon,4,1.0,350,0.5
973,1,0,1,0,1,3,4.0,2.5562222,65,methanol,0.7,regcar,2,0.0,125,0.0
973,2,0,1,0,1,3,4.0,2.5562222,65,methanol,0.7,van,2,0.0,125,0.0
973,3,0,1,0,1,2,6.0,2.5562222,110,cng,0.7,regcar,2,0.1,300,0.6
973,4,0,1,0,1,2,6.0,2.5562222,110,cng,0.7,stwagon,2,0.1,300,0.6
973,5,1,1,0,1,3,2.5,1.7893555,85,gasoline,1.0,regcar,6,1.0,300,0.5
973,6,0,1,0,1,3,2.5,1.7893555,85,gasoline,1.0,truck,6,1.0,300,0.5
974,1,0,1,0,0,3,4.0,4.8177056,65,methanol,1.0,regcar,1,0.0,125,0.0
974,2,0,1,0,0,3,4.0,4.8177056,65,methanol,1.0,stwagon,1,0.0,125,0.0
974,3,0,1,0,0,3,6.0,3.5329841,140,electric,1.0,regcar,8,0.7,250,0.75
974,4,0,1,0,0,3,6.0,3.5329841,140,electric,1.0,truck,8,0.7,250,0.75
974,5,0,1,0,0,2,2.5,4.1753448,85,gasoline,1.0,regcar,2,1.0,300,0.25
974,6,1,1,0,0,2,2.5,4.1753448,85,gasoline,1.0,van,2,1.0,300,0.25
975,1,0,1,0,1,2,6.0,5.4600663,85,methanol,0.7,regcar,1,0.0,200,0.0
975,2,0,1,0,1,2,6.0,5.4600663,85,methanol,0.7,van,1,0.0,200,0.0
975,3,0,1,0,1,3,2.5,3.5329841,140,cng,1.0,regcar,2,0.3,75,0.25
975,4,0,1,0,1,3,2.5,3.5329841,140,cng,1.0,stwagon,2,0.3,75,0.25
975,5,1,1,0,1,3,4.0,4.8177056,95,gasoline,1.0,regcar,6,1.0,350,1.0
975,6,0,1,0,1,3,4.0,4.8177056,95,gasoline,1.0,truck,6,1.0,350,1.0
976,1,0,1,0,0,3,6.0,4.0359651,140,cng,0.7,sportuv,8,0.7,75,0.6
976,2,0,1,0,0,3,6.0,4.0359651,140,cng,0.7,regcar,8,0.7,75,0.6
976,3,1,1,0,0,1,2.5,4.5107845,85,electric,1.0,sportuv,2,0.1,300,0.25
976,4,0,1,0,0,1,2.5,4.5107845,85,electric,1.0,truck,2,0.1,300,0.25
976,5,0,1,0,0,2,4.0,4.985604,95,gasoline,1.0,sportuv,4,1.0,350,0.5
976,6,0,1,0,0,2,4.0,4.985604,95,gasoline,1.0,sportcar,4,1.0,350,0.5
977,1,0,1,0,1,2,2.5,2.5247341,55,methanol,0.7,regcar,8,0.0,125,0.0
977,2,0,1,0,1,2,2.5,2.5247341,55,methanol,0.7,van,8,0.0,125,0.0
977,3,0,1,0,1,0,4.0,2.5247341,95,cng,1.0,regcar,8,0.1,300,0.1
977,4,1,1,0,1,0,4.0,2.5247341,95,cng,1.0,stwagon,8,0.1,300,0.1
977,5,0,1,0,1,1,6.0,1.7673139,140,gasoline,1.0,regcar,4,1.0,300,0.75
977,6,0,1,0,1,1,6.0,1.7673139,140,gasoline,1.0,truck,4,1.0,300,0.75
978,1,1,1,0,0,3,2.5,7.8271081,65,methanol,0.7,regcar,4,0.0,125,0.0
978,2,0,1,0,0,3,2.5,7.8271081,65,methanol,0.7,truck,4,0.0,125,0.0
978,3,0,1,0,0,2,4.0,5.5907915,110,cng,0.7,regcar,2,0.7,300,0.1
978,4,0,1,0,0,2,4.0,5.5907915,110,cng,0.7,van,2,0.7,300,0.1
978,5,0,1,0,0,3,6.0,6.2616864,140,electric,1.0,regcar,4,0.1,250,0.4
978,6,0,1,0,0,3,6.0,6.2616864,140,electric,1.0,stwagon,4,0.1,250,0.4
979,1,0,1,0,0,2,6.0,6.0700691,100,methanol,1.0,truck,4,0.0,125,0.0
979,2,0,1,0,0,2,6.0,6.0700691,100,methanol,1.0,van,4,0.0,125,0.0
979,3,0,1,0,0,3,2.5,6.3459814,85,cng,1.0,truck,6,0.3,300,0.25
979,4,0,1,0,0,3,2.5,6.3459814,85,cng,1.0,stwagon,6,0.3,300,0.25
979,5,1,1,0,0,3,4.0,5.2423324,110,gasoline,1.0,truck,2,1.0,300,1.0
979,6,0,1,0,0,3,4.0,5.2423324,110,gasoline,1.0,regcar,2,1.0,300,1.0
980,1,0,0,0,0,1,6.0,2.9936324,85,methanol,0.7,stwagon,1,0.0,200,0.0
980,2,0,0,0,0,1,6.0,2.9936324,85,methanol,0.7,regcar,1,0.0,200,0.0
980,3,0,0,0,0,2,2.5,3.1932079,140,cng,0.7,stwagon,8,0.3,75,0.4
980,4,1,0,0,0,2,2.5,3.1932079,140,cng,0.7,truck,8,0.3,75,0.4
980,5,0,0,0,0,0,4.0,2.1953304,85,electric,1.0,stwagon,2,0.7,300,0.75
980,6,0,0,0,0,0,4.0,2.1953304,85,electric,1.0,van,2,0.7,300,0.75
981,1,1,0,0,0,3,4.0,5.7941569,85,cng,0.7,truck,2,0.3,300,0.6
981,2,0,0,0,0,3,4.0,5.7941569,85,cng,0.7,regcar,2,0.3,300,0.6
981,3,0,0,0,0,2,6.0,6.3459814,95,electric,1.0,truck,4,0.7,250,0.25
981,4,0,0,0,0,2,6.0,6.3459814,95,electric,1.0,van,4,0.7,250,0.25
981,5,0,0,0,0,3,2.5,4.690508,110,gasoline,1.0,truck,6,1.0,300,0.5
