obs_id,alt_id,choice,college,hsg2,coml5,vehicle_size,acceleration,price_over_log_income,top_speed,fuel_type,luggage_space,body_type,cents_per_mile,station_availability,range,pollution,big_enough,sports_utility_vehicle,sports_car,station_wagon,truck,van,electric,compressed_natural_gas,methanol,electric_commute_lte_5mi,electric_and_college,methanol_and_college,range_over_100,acceleration_over_10,top_speed_over_100,vehicle_size_over_10,tens_of_cents_per_mile,neg_price_over_log_income,neg_acceleration_over_10,neg_pollution,neg_tens_of_cents_per_mile
140,5,1,1,0,1,2,4.0,6.3864157,110,gasoline,1.0,regcar,4,1.0,350,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.4,1.1,0.2,0.4,-6.3864157,-0.4,-0.25,-0.4
140,6,0,1,0,1,2,4.0,6.3864157,110,gasoline,1.0,truck,4,1.0,350,0.25,0,0,0,0,1,0,0,0,0,0,0,0,3.5,0.4,1.1,0.2,0.4,-6.3864157,-0.4,-0.25,-0.4
141,1,0,1,0,1,3,4.0,7.8271081,65,electric,0.7,regcar,1,0.0,50,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0.4,0.65,0.3,0.1,-7.8271081,-0.4,-0.0,-0.1
141,2,0,1,0,1,3,4.0,7.8271081,65,electric,0.7,truck,1,0.0,50,0.0,0,0,0,0,1,0,1,0,0,1,1,0,0.5,0.4,0.65,0.3,0.1,-7.8271081,-0.4,-0.0,-0.1
141,3,1,1,0,1,3,6.0,5.5907915,110,cng,1.0,regcar,8,0.7,150,0.4,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0.6,1.1,0.3,0.8,-5.5907915,-0.6,-0.4,-0.8
141,4,0,1,0,1,3,6.0,5.5907915,110,cng,1.0,van,8,0.7,150,0.4,0,0,0,0,0,1,0,1,0,0,0,0,1.5,0.6,1.1,0.3,0.8,-5.5907915,-0.6,-0.4,-0.8
141,5,0,1,0,1,2,2.5,6.2616864,140,methanol,1.0,regcar,2,0.1,350,0.75,0,0,0,0,0,0,0,0,1,0,0,1,3.5,0.25,1.4,0.2,0.2,-6.2616864,-0.25,-0.75,-0.2
141,6,0,1,0,1,2,2.5,6.2616864,140,methanol,1.0,stwagon,2,0.1,350,0.75,0,0,0,1,0,0,0,0,1,0,0,1,3.5,0.25,1.4,0.2,0.2,-6.2616864,-0.25,-0.75,-0.2
142,1,0,0,0,1,3,4.0,3.5346277,85,electric,0.7,regcar,2,0.0,75,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0.75,0.4,0.85,0.3,0.2,-3.5346277,-0.4,-0.0,-0.2
142,2,0,0,0,1,3,4.0,3.5346277,85,electric,0.7,truck,2,0.0,75,0.0,0,0,0,0,1,0,1,0,0,1,0,0,0.75,0.4,0.85,0.3,0.2,-3.5346277,-0.4,-0.0,-0.2
142,3,0,0,0,1,2,6.0,3.7871011,140,cng,0.7,regcar,4,0.1,250,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2.5,0.6,1.4,0.2,0.4,-3.7871011,-0.6,-0.1,-0.4
142,4,0,0,0,1,2,6.0,3.7871011,140,cng,0.7,van,4,0.1,250,0.1,0,0,0,0,0,1,0,1,0,0,0,0,2.5,0.6,1.4,0.2,0.4,-3.7871011,-0.6,-0.1,-0.4
142,5,1,0,0,1,3,2.5,4.0395745,85,methanol,1.0,regcar,6,0.3,400,0.4,0,0,0,0,0,0,0,0,1,0,0,0,4.0,0.25,0.85,0.3,0.6,-4.0395745,-0.25,-0.4,-0.6
142,6,0,0,0,1,3,2.5,4.0395745,85,methanol,1.0,stwagon,6,0.3,400,0.4,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.25,0.85,0.3,0.6,-4.0395745,-0.25,-0.4,-0.6
143,1,0,0,0,0,1,4.0,7.444527,95,cng,1.0,regcar,2,0.7,150,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0.4,0.95,0.1,0.2,-7.444527,-0.4,-0.1,-0.2
143,2,0,0,0,0,1,4.0,7.444527,95,cng,1.0,truck,2,0.7,150,0.1,0,0,0,0,1,0,0,1,0,0,0,0,1.5,0.4,0.95,0.1,0.2,-7.444527,-0.4,-0.1,-0.2
143,3,0,0,0,0,2,6.0,7.9408288,110,methanol,1.0,regcar,4,0.1,350,0.4,0,0,0,0,0,0,0,0,1,0,0,0,3.5,0.6,1.1,0.2,0.4,-7.9408288,-0.6,-0.4,-0.4
143,4,1,0,0,0,2,6.0,7.9408288,110,methanol,1.0,van,4,0.1,350,0.4,0,0,0,0,0,1,0,0,1,0,0,0,3.5,0.6,1.1,0.2,0.4,-7.9408288,-0.6,-0.4,-0.4
143,5,0,0,0,0,3,2.5,5.4593198,140,gasoline,1.0,regcar,6,1.0,400,0.75,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0.25,1.4,0.3,0.6,-5.4593198,-0.25,-0.75,-0.6
143,6,0,0,0,0,3,2.5,5.4593198,140,gasoline,1.0,stwagon,6,1.0,400,0.75,0,0,0,1,0,0,0,0,0,0,0,0,4.0,0.25,1.4,0.3,0.6,-5.4593198,-0.25,-0.75,-0.6
144,1,0,1,0,0,3,6.0,6.6474719,85,electric,1.0,regcar,1,0.0,50,0.0,0,0,0,0,0,0,1,0,0,0,1,0,0.5,0.6,0.85,0.3,0.1,-6.6474719,-0.6,-0.0,-0.1
144,2,0,1,0,0,3,6.0,6.6474719,85,electric,1.0,truck,1,0.0,50,0.0,0,0,0,0,1,0,1,0,0,0,1,0,0.5,0.6,0.85,0.3,0.1,-6.6474719,-0.6,-0.0,-0.1
144,3,0,1,0,0,3,2.5,7.5971108,140,cng,1.0,regcar,2,0.1,150,0.6,0,0,0,0,0,0,0,1,0,0,0,0,1.5,0.25,1.4,0.3,0.2,-7.5971108,-0.25,-0.6,-0.2
144,4,0,1,0,0,3,2.5,7.5971108,140,cng,1.0,van,2,0.1,150,0.6,0,0,0,0,0,1,0,1,0,0,0,0,1.5,0.25,1.4,0.3,0.2,-7.5971108,-0.25,-0.6,-0.2
144,5,1,1,0,0,2,4.0,8.3093399,85,methanol,1.0,regcar,4,0.3,350,0.25,0,0,0,0,0,0,0,0,1,0,0,1,3.5,0.4,0.85,0.2,0.4,-8.3093399,-0.4,-0.25,-0.4
144,6,0,1,0,0,2,4.0,8.3093399,85,methanol,1.0,stwagon,4,0.3,350,0.25,0,0,0,1,0,0,0,0,1,0,0,1,3.5,0.4,0.85,0.2,0.4,-8.3093399,-0.4,-0.25,-0.4
145,1,0,0,0,1,2,4.0,2.9778108,100,electric,0.7,regcar,1,0.0,75,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0.75,0.4,1.0,0.2,0.1,-2.9778108,-0.4,-0.0,-0.1
145,2,0,0,0,1,2,4.0,2.9778108,100,electric,0.7,van,1,0.0,75,0.0,0,0,0,0,0,1,1,0,0,1,0,0,0.75,0.4,1.0,0.2,0.1,-2.9778108,-0.4,-0.0,-0.1
145,3,1,0,0,1,0,6.0,1.4889054,85,cng,1.0,regcar,6,0.7,250,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2.5,0.6,0.85,0.0,0.6,-1.4889054,-0.6,-0.1,-0.6
145,4,0,0,0,1,0,6.0,1.4889054,85,cng,1.0,stwagon,6,0.7,250,0.1,0,0,0,1,0,0,0,1,0,0,0,0,2.5,0.6,0.85,0.0,0.6,-1.4889054,-0.6,-0.1,-0.6
145,5,0,0,0,1,1,2.5,2.2333581,110,gasoline,1.0,regcar,2,1.0,250,0.75,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0.25,1.1,0.1,0.2,-2.2333581,-0.25,-0.75,-0.2
145,6,0,0,0,1,1,2.5,2.2333581,110,gasoline,1.0,truck,2,1.0,250,0.75,0,0,0,0,1,0,0,0,0,0,0,0,2.5,0.25,1.1,0.1,0.2,-2.2333581,-0.25,-0.75,-0.2
146,1,0,1,1,1,2,6.0,2.8118444,55,electric,1.0,stwagon,8,0.0,50,0.0,0,0,0,1,0,0,1,0,0,1,1,0,0.5,0.6,0.55,0.2,0.8,-2.8118444,-0.6,-0.0,-0.8
146,2,0,1,1,1,2,6.0,2.8118444,55,electric,1.0,regcar,8,0.0,50,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0.5,0.6,0.55,0.2,0.8,-2.8118444,-0.6,-0.0,-0.8
146,3,1,1,1,1,3,2.5,1.5337333,95,cng,1.0,stwagon,2,0.1,150,0.25,1,0,0,1,0,0,0,1,0,0,0,0,1.5,0.25,0.95,0.3,0.2,-1.5337333,-0.25,-0.25,-0.2
146,4,0,1,1,1,3,2.5,1.5337333,95,cng,1.0,truck,2,0.1,150,0.25,1,0,0,0,1,0,0,1,0,0,0,0,1.5,0.25,0.95,0.3,0.2,-1.5337333,-0.25,-0.25,-0.2
146,5,0,1,1,1,3,4.0,1.7893555,110,methanol,1.0,stwagon,4,0.3,350,0.6,1,0,0,1,0,0,0,0,1,0,0,1,3.5,0.4,1.1,0.3,0.4,-1.7893555,-0.4,-0.6,-0.4
146,6,0,1,1,1,3,4.0,1.7893555,110,methanol,1.0,van,4,0.3,350,0.6,1,0,0,0,0,1,0,0,1,0,0,1,3.5,0.4,1.1,0.3,0.4,-1.7893555,-0.4,-0.6,-0.4
147,1,0,0,1,1,3,6.0,1.2847215,65,electric,1.0,regcar,8,0.0,125,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1.25,0.6,0.65,0.3,0.8,-1.2847215,-0.6,-0.0,-0.8
147,2,0,0,1,1,3,6.0,1.2847215,65,electric,1.0,stwagon,8,0.0,125,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1.25,0.6,0.65,0.3,0.8,-1.2847215,-0.6,-0.0,-0.8
147,3,0,0,1,1,3,2.5,1.6059019,140,methanol,1.0,regcar,2,0.1,250,0.75,1,0,0,0,0,0,0,0,1,0,0,0,2.5,0.25,1.4,0.3,0.2,-1.6059019,-0.25,-0.75,-0.2
147,4,0,0,1,1,3,2.5,1.6059019,140,methanol,1.0,truck,2,0.1,250,0.75,1,0,0,0,1,0,0,0,1,0,0,0,2.5,0.25,1.4,0.3,0.2,-1.6059019,-0.25,-0.75,-0.2
147,5,0,0,1,1,2,4.0,0.96354111,85,gasoline,1.0,regcar,4,1.0,300,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.4,0.85,0.2,0.4,-0.96354111,-0.4,-0.25,-0.4
147,6,1,0,1,1,2,4.0,0.96354111,85,gasoline,1.0,van,4,1.0,300,0.25,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0.4,0.85,0.2,0.4,-0.96354111,-0.4,-0.25,-0.4
148,1,0,0,1,1,3,6.0,3.5329841,85,electric,1.0,van,2,0.0,125,0.0,1,0,0,0,0,1,1,0,0,1,0,0,1.25,0.6,0.85,0.3,0.2,-3.5329841,-0.6,-0.0,-0.2
148,2,0,0,1,1,3,6.0,3.5329841,85,electric,1.0,stwagon,2,0.0,125,0.0,1,0,0,1,0,0,1,0,0,1,0,0,1.25,0.6,0.85,0.3,0.2,-3.5329841,-0.6,-0.0,-0.2
148,3,1,0,1,1,3,2.5,1.9270822,140,cng,1.0,van,6,0.3,300,0.4,1,0,0,0,0,1,0,1,0,0,0,0,3.0,0.25,1.4,0.3,0.6,-1.9270822,-0.25,-0.4,-0.6
148,4,0,0,1,1,3,2.5,1.9270822,140,cng,1.0,truck,6,0.3,300,0.4,1,0,0,0,1,0,0,1,0,0,0,0,3.0,0.25,1.4,0.3,0.6,-1.9270822,-0.25,-0.4,-0.6
148,5,0,0,1,1,2,4.0,2.8906233,95,gasoline,1.0,van,2,1.0,300,0.25,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0.4,0.95,0.2,0.2,-2.8906233,-0.4,-0.25,-0.2
148,6,0,0,1,1,2,4.0,2.8906233,95,gasoline,1.0,regcar,2,1.0,300,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.4,0.95,0.2,0.2,-2.8906233,-0.4,-0.25,-0.2
149,1,0,0,0,0,3,4.0,3.5611457,85,cng,0.7,regcar,2,0.3,300,0.6,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0.4,0.85,0.3,0.2,-3.5611457,-0.4,-0.6,-0.2
149,2,0,0,0,0,3,4.0,3.5611457,85,cng,0.7,truck,2,0.3,300,0.6,0,0,0,0,1,0,0,1,0,0,0,0,3.0,0.4,0.85,0.3,0.2,-3.5611457,-0.4,-0.6,-0.2
149,3,0,0,0,0,2,6.0,3.7985554,95,methanol,1.0,regcar,4,0.7,250,0.25,0,0,0,0,0,0,0,0,1,0,0,0,2.5,0.6,0.95,0.2,0.4,-3.7985554,-0.6,-0.25,-0.4
149,4,0,0,0,0,2,6.0,3.7985554,95,methanol,1.0,van,4,0.7,250,0.25,0,0,0,0,0,1,0,0,1,0,0,0,2.5,0.6,0.95,0.2,0.4,-3.7985554,-0.6,-0.25,-0.4
149,5,1,0,0,0,3,2.5,2.6115068,110,gasoline,1.0,regcar,6,1.0,300,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,1.1,0.3,0.6,-2.6115068,-0.25,-0.5,-0.6
149,6,0,0,0,0,3,2.5,2.6115068,110,gasoline,1.0,stwagon,6,1.0,300,0.5,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.25,1.1,0.3,0.6,-2.6115068,-0.25,-0.5,-0.6
150,1,0,1,1,0,2,4.0,2.569443,85,electric,0.7,sportuv,8,0.0,125,0.0,0,1,0,0,0,0,1,0,0,0,1,0,1.25,0.4,0.85,0.2,0.8,-2.569443,-0.4,-0.0,-0.8
150,2,0,1,1,0,2,4.0,2.569443,85,electric,0.7,truck,8,0.0,125,0.0,0,0,0,0,1,0,1,0,0,0,1,0,1.25,0.4,0.85,0.2,0.8,-2.569443,-0.4,-0.0,-0.8
150,3,1,1,1,0,3,6.0,2.8906233,140,cng,0.7,sportuv,2,0.1,300,0.4,1,1,0,0,0,0,0,1,0,0,0,0,3.0,0.6,1.4,0.3,0.2,-2.8906233,-0.6,-0.4,-0.2
150,4,0,1,1,0,3,6.0,2.8906233,140,cng,0.7,sportcar,2,0.1,300,0.4,1,0,1,0,0,0,0,1,0,0,0,0,3.0,0.6,1.4,0.3,0.2,-2.8906233,-0.6,-0.4,-0.2
150,5,0,1,1,0,1,2.5,1.9270822,95,gasoline,1.0,sportuv,6,1.0,300,0.25,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.25,0.95,0.1,0.6,-1.9270822,-0.25,-0.25,-0.6
150,6,0,1,1,0,1,2.5,1.9270822,95,gasoline,1.0,regcar,6,1.0,300,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.25,0.95,0.1,0.6,-1.9270822,-0.25,-0.25,-0.6
151,1,0,1,0,1,1,6.0,4.690508,100,electric,0.7,regcar,4,0.0,200,0.0,0,0,0,0,0,0,1,0,0,1,1,0,2.0,0.6,1.0,0.1,0.4,-4.690508,-0.6,-0.0,-0.4
151,2,0,1,0,1,1,6.0,4.690508,100,electric,0.7,truck,4,0.0,200,0.0,0,0,0,0,1,0,1,0,0,1,1,0,2.0,0.6,1.0,0.1,0.4,-4.690508,-0.6,-0.0,-0.4
151,3,0,1,0,1,2,2.5,3.0350346,85,cng,0.7,regcar,8,0.3,75,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.25,0.85,0.2,0.8,-3.0350346,-0.25,-0.25,-0.8
151,4,0,1,0,1,2,2.5,3.0350346,85,cng,0.7,van,8,0.3,75,0.25,0,0,0,0,0,1,0,1,0,0,0,0,0.75,0.25,0.85,0.2,0.8,-3.0350346,-0.25,-0.25,-0.8
151,5,1,1,0,1,3,4.0,3.586859,95,methanol,1.0,regcar,2,0.7,300,0.6,0,0,0,0,0,0,0,0,1,0,0,1,3.0,0.4,0.95,0.3,0.2,-3.586859,-0.4,-0.6,-0.2
151,6,0,1,0,1,3,4.0,3.586859,95,methanol,1.0,stwagon,2,0.7,300,0.6,0,0,0,1,0,0,0,0,1,0,0,1,3.0,0.4,0.95,0.3,0.2,-3.586859,-0.4,-0.6,-0.2
152,1,1,1,0,1,1,6.0,6.0593618,85,electric,0.7,regcar,1,0.0,200,0.0,0,0,0,0,0,0,1,0,0,1,1,0,2.0,0.6,0.85,0.1,0.1,-6.0593618,-0.6,-0.0,-0.1
152,2,0,1,0,1,1,6.0,6.0593618,85,electric,0.7,van,1,0.0,200,0.0,0,0,0,0,0,1,1,0,0,1,1,0,2.0,0.6,0.85,0.1,0.1,-6.0593618,-0.6,-0.0,-0.1
152,3,0,1,0,1,2,2.5,4.2920479,140,cng,1.0,regcar,2,0.3,75,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.25,1.4,0.2,0.2,-4.2920479,-0.25,-0.25,-0.2
152,4,0,1,0,1,2,2.5,4.2920479,140,cng,1.0,stwagon,2,0.3,75,0.25,0,0,0,1,0,0,0,1,0,0,0,0,0.75,0.25,1.4,0.2,0.2,-4.2920479,-0.25,-0.25,-0.2
152,5,0,1,0,1,3,4.0,5.3019416,95,gasoline,1.0,regcar,6,1.0,350,1.0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.4,0.95,0.3,0.6,-5.3019416,-0.4,-1.0,-0.6
152,6,0,1,0,1,3,4.0,5.3019416,95,gasoline,1.0,truck,6,1.0,350,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,0.4,0.95,0.3,0.6,-5.3019416,-0.4,-1.0,-0.6
153,1,0,1,0,1,2,4.0,4.4965252,100,electric,1.0,regcar,1,0.0,200,0.0,0,0,0,0,0,0,1,0,0,1,1,0,2.0,0.4,1.0,0.2,0.1,-4.4965252,-0.4,-0.0,-0.1
153,2,0,1,0,1,2,4.0,4.4965252,100,electric,1.0,van,1,0.0,200,0.0,0,0,0,0,0,1,1,0,0,1,1,0,2.0,0.4,1.0,0.2,0.1,-4.4965252,-0.4,-0.0,-0.1
153,3,0,1,0,1,3,6.0,4.8177056,85,cng,1.0,regcar,4,0.1,75,0.4,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.6,0.85,0.3,0.4,-4.8177056,-0.6,-0.4,-0.4
153,4,0,1,0,1,3,6.0,4.8177056,85,cng,1.0,stwagon,4,0.1,75,0.4,0,0,0,1,0,0,0,1,0,0,0,0,0.75,0.6,0.85,0.3,0.4,-4.8177056,-0.6,-0.4,-0.4
153,5,1,1,0,1,1,2.5,3.5329841,110,gasoline,1.0,regcar,8,1.0,350,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.25,1.1,0.1,0.8,-3.5329841,-0.25,-0.25,-0.8
153,6,0,1,0,1,1,2.5,3.5329841,110,gasoline,1.0,truck,8,1.0,350,0.25,0,0,0,0,1,0,0,0,0,0,0,0,3.5,0.25,1.1,0.1,0.8,-3.5329841,-0.25,-0.25,-0.8
154,1,0,1,0,0,2,6.0,4.690508,140,cng,0.7,sportcar,8,0.7,75,0.6,0,0,1,0,0,0,0,1,0,0,0,0,0.75,0.6,1.4,0.2,0.8,-4.690508,-0.6,-0.6,-0.8
154,2,0,1,0,0,2,6.0,4.690508,140,cng,0.7,regcar,8,0.7,75,0.6,0,0,0,0,0,0,0,1,0,0,0,0,0.75,0.6,1.4,0.2,0.8,-4.690508,-0.6,-0.6,-0.8
154,3,1,1,0,0,0,2.5,5.2423324,85,methanol,1.0,sportcar,2,0.1,300,0.25,0,0,1,0,0,0,0,0,1,0,0,1,3.0,0.25,0.85,0.0,0.2,-5.2423324,-0.25,-0.25,-0.2
154,4,0,1,0,0,0,2.5,5.2423324,85,methanol,1.0,truck,2,0.1,300,0.25,0,0,0,0,1,0,0,0,1,0,0,1,3.0,0.25,0.85,0.0,0.2,-5.2423324,-0.25,-0.25,-0.2
154,5,0,1,0,0,1,4.0,5.7941569,95,gasoline,1.0,sportcar,4,1.0,350,0.5,0,0,1,0,0,0,0,0,0,0,0,0,3.5,0.4,0.95,0.1,0.4,-5.7941569,-0.4,-0.5,-0.4
154,6,0,1,0,0,1,4.0,5.7941569,95,gasoline,1.0,sportuv,4,1.0,350,0.5,0,1,0,0,0,0,0,0,0,0,0,0,3.5,0.4,0.95,0.1,0.4,-5.7941569,-0.4,-0.5,-0.4
155,1,0,1,1,0,3,2.5,3.5329841,85,electric,0.7,regcar,8,0.0,125,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1.25,0.25,0.85,0.3,0.8,-3.5329841,-0.25,-0.0,-0.8
155,2,0,1,1,0,3,2.5,3.5329841,85,electric,0.7,stwagon,8,0.0,125,0.0,1,0,0,1,0,0,1,0,0,0,1,0,1.25,0.25,0.85,0.3,0.8,-3.5329841,-0.25,-0.0,-0.8
155,3,0,1,1,0,1,4.0,2.2482626,85,methanol,1.0,regcar,4,0.3,250,0.25,0,0,0,0,0,0,0,0,1,0,0,1,2.5,0.4,0.85,0.1,0.4,-2.2482626,-0.4,-0.25,-0.4
155,4,1,1,1,0,1,4.0,2.2482626,85,methanol,1.0,truck,4,0.3,250,0.25,0,0,0,0,1,0,0,0,1,0,0,1,2.5,0.4,0.85,0.1,0.4,-2.2482626,-0.4,-0.25,-0.4
155,5,0,1,1,0,2,6.0,2.8906233,95,gasoline,1.0,regcar,6,1.0,300,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.6,0.95,0.2,0.6,-2.8906233,-0.6,-0.5,-0.6
155,6,0,1,1,0,2,6.0,2.8906233,95,gasoline,1.0,van,6,1.0,300,0.5,0,0,0,0,0,1,0,0,0,0,0,0,3.0,0.6,0.95,0.2,0.6,-2.8906233,-0.6,-0.5,-0.6
156,1,0,1,1,0,3,4.0,6.0593618,55,electric,1.0,van,2,0.0,125,0.0,1,0,0,0,0,1,1,0,0,0,1,0,1.25,0.4,0.55,0.3,0.2,-6.0593618,-0.4,-0.0,-0.2
156,2,0,1,1,0,3,4.0,6.0593618,55,electric,1.0,regcar,2,0.0,125,0.0,1,0,0,0,0,0,1,0,0,0,1,0,1.25,0.4,0.55,0.3,0.2,-6.0593618,-0.4,-0.0,-0.2
156,3,1,1,1,0,3,6.0,4.2920479,95,cng,0.7,van,8,0.1,300,0.6,1,0,0,0,0,1,0,1,0,0,0,0,3.0,0.6,0.95,0.3,0.8,-4.2920479,-0.6,-0.6,-0.8
156,4,0,1,1,0,3,6.0,4.2920479,95,cng,0.7,stwagon,8,0.1,300,0.6,1,0,0,1,0,0,0,1,0,0,0,0,3.0,0.6,0.95,0.3,0.8,-4.2920479,-0.6,-0.6,-0.8
156,5,0,1,1,0,2,2.5,4.7969948,110,methanol,1.0,van,2,0.3,250,0.25,0,0,0,0,0,1,0,0,1,0,0,1,2.5,0.25,1.1,0.2,0.2,-4.7969948,-0.25,-0.25,-0.2
156,6,0,1,1,0,2,2.5,4.7969948,110,methanol,1.0,truck,2,0.3,250,0.25,0,0,0,0,1,0,0,0,1,0,0,1,2.5,0.25,1.1,0.2,0.2,-4.7969948,-0.25,-0.25,-0.2
157,1,0,1,1,0,3,6.0,3.7871011,95,cng,0.7,van,8,0.7,75,0.25,1,0,0,0,0,1,0,1,0,0,0,0,0.75,0.6,0.95,0.3,0.8,-3.7871011,-0.6,-0.25,-0.8
157,2,0,1,1,0,3,6.0,3.7871011,95,cng,0.7,regcar,8,0.7,75,0.25,1,0,0,0,0,0,0,1,0,0,0,0,0.75,0.6,0.95,0.3,0.8,-3.7871011,-0.6,-0.25,-0.8
157,3,1,1,1,0,3,2.5,4.0395745,110,methanol,1.0,van,2,0.1,300,0.6,1,0,0,0,0,1,0,0,1,0,0,1,3.0,0.25,1.1,0.3,0.2,-4.0395745,-0.25,-0.6,-0.2
157,4,0,1,1,0,3,2.5,4.0395745,110,methanol,1.0,stwagon,2,0.1,300,0.6,1,0,0,1,0,0,0,0,1,0,0,1,3.0,0.25,1.1,0.3,0.2,-4.0395745,-0.25,-0.6,-0.2
157,5,0,1,1,0,2,4.0,2.7772075,140,gasoline,1.0,van,4,1.0,350,1.0,0,0,0,0,0,1,0,0,0,0,0,0,3.5,0.4,1.4,0.2,0.4,-2.7772075,-0.4,-1.0,-0.4
157,6,0,1,1,0,2,4.0,2.7772075,140,gasoline,1.0,truck,4,1.0,350,1.0,0,0,0,0,1,0,0,0,0,0,0,0,3.5,0.4,1.4,0.2,0.4,-2.7772075,-0.4,-1.0,-0.4
158,1,0,1,0,1,2,6.0,3.5329841,100,electric,0.7,truck,4,0.0,200,0.0,0,0,0,0,1,0,1,0,0,1,1,0,2.0,0.6,1.0,0.2,0.4,-3.5329841,-0.6,-0.0,-0.4
158,2,0,1,0,1,2,6.0,3.5329841,100,electric,0.7,van,4,0.0,200,0.0,0,0,0,0,0,1,1,0,0,1,1,0,2.0,0.6,1.0,0.2,0.4,-3.5329841,-0.6,-0.0,-0.4
158,3,0,1,0,1,3,2.5,1.9270822,85,cng,0.7,truck,8,0.7,75,0.4,0,0,0,0,1,0,0,1,0,0,0,0,0.75,0.25,0.85,0.3,0.8,-1.9270822,-0.25,-0.4,-0.8
158,4,0,1,0,1,3,2.5,1.9270822,85,cng,0.7,stwagon,8,0.7,75,0.4,0,0,0,1,0,0,0,1,0,0,0,0,0.75,0.25,0.85,0.3,0.8,-1.9270822,-0.25,-0.4,-0.8
158,5,1,1,0,1,1,4.0,2.8906233,110,gasoline,1.0,truck,4,1.0,350,0.25,0,0,0,0,1,0,0,0,0,0,0,0,3.5,0.4,1.1,0.1,0.4,-2.8906233,-0.4,-0.25,-0.4
158,6,0,1,0,1,1,4.0,2.8906233,110,gasoline,1.0,regcar,4,1.0,350,0.25,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0.4,1.1,0.1,0.4,-2.8906233,-0.4,-0.25,-0.4
159,1,1,1,1,0,3,6.0,3.8017382,85,cng,1.0,van,6,0.1,300,0.6,1,0,0,0,0,1,0,1,0,0,0,0,3.0,0.6,0.85,0.3,0.6,-3.8017382,-0.6,-0.6,-0.6
159,2,0,1,1,0,3,6.0,3.8017382,85,cng,1.0,regcar,6,0.1,300,0.6,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0.6,0.85,0.3,0.6,-3.8017382,-0.6,-0.6,-0.6
159,3,0,1,1,0,2,2.5,4.2490015,95,methanol,1.0,van,8,0.3,250,0.25,0,0,0,0,0,1,0,0,1,0,0,1,2.5,0.25,0.95,0.2,0.8,-4.2490015,-0.25,-0.25,-0.8
159,4,0,1,1,0,2,2.5,4.2490015,95,methanol,1.0,stwagon,8,0.3,250,0.25,0,0,0,1,0,0,0,0,1,0,0,1,2.5,0.25,0.95,0.2,0.8,-4.2490015,-0.25,-0.25,-0.8
159,5,0,1,1,0,3,4.0,4.6962648,110,gasoline,1.0,van,2,1.0,300,0.5,1,0,0,0,0,1,0,0,0,0,0,0,3.0,0.4,1.1,0.3,0.2,-4.6962648,-0.4,-0.5,-0.2
159,6,0,1,1,0,3,4.0,4.6962648,110,gasoline,1.0,truck,2,1.0,300,0.5,1,0,0,0,1,0,0,0,0,0,0,0,3.0,0.4,1.1,0.3,0.2,-4.6962648,-0.4,-0.5,-0.2
160,1,1,0,0,0,1,6.0,17.370563,100,electric,1.0,regcar,1,0.0,125,0.0,0,0,0,0,0,0,1,0,0,0,0,0,1.25,0.6,1.0,0.1,0.1,-17.370563,-0.6,-0.0,-0.1
160,2,0,0,0,0,1,6.0,17.370563,100,electric,1.0,stwagon,1,0.0,125,0.0,0,0,0,1,0,0,1,0,0,0,0,0,1.25,0.6,1.0,0.1,0.1,-17.370563,-0.6,-0.0,-0.1
160,3,0,0,0,0,2,2.5,13.89645,95,methanol,1.0,regcar,2,0.1,250,0.4,0,0,0,0,0,0,0,0,1,0,0,0,2.5,0.25,0.95,0.2,0.2,-13.89645,-0.25,-0.4,-0.2
